DDtX5a-OgLQ_1_15	a man is playing a guitar	a man is playing the guitar, a man is playing some sort of notes on a guitar, a man is playing sitar a musical instrument from india, a person playing guitar, the man played his guitar, a man plays the guitar, a man is playing guitar, a man is playing the guitar, a man plays the guitar, a man is playing a guitar, a man playing music, boy is playing guitar with a joy, one person play the music, a man seated in a room is playing the guitar, a man is playing guitar, a man is smiling as he plays an acoustic guitar, a man is playing a guitar, a man is playing instrument, a person playing gitter, a man is playing a guitar, a boy playing a guitar, a man is playing acoustic guitar, a person is plying guttier, a man is playing the guitar, the man is playing the guitar, a man plays a guitar, a man is playing a guitar, a man is playing a guitar, a boy enjoying some sort on song playing himself on a guitar, a man is playing a guitar, a man is playing a guitar, a man is playing an acoustic guitar, a man plays an acoustic guitar, a man played his guitar, the boy is playing the music, the man is playing the guitar, a man is playing the guitar, a young man playing a guitar, the man is sing wit h guitor, a man is playing on a guitar, a man is playing the guitar, a man is playing a guitar, a man is playing the guitar, a man is playing guitar, a man is playing a guitar, a man is playing a guitar, a man is playing guitar
UbmZAe5u5FI_132_141	a woman is cutting meat	a lady is peeling the skin of the fish, a woman is removing bones from a fish, a man cooking his kichen, a woman is preparing fish, a woman is skinning a piece of fish with her fingers, a woman is removing bones from a fish, a woman is pulling apart cooked fish, the woman is peeling the skin and bones from the fish, a woman is deboning a fish, a woman is peeling a fish, a woman is peeling some fish, the woman is peeling off the skin of the fish and taking its bones, a woman is removing the skin and bones from a fish, a woman is removing the skin and bones from a cooked fish, a woman is cleaning a fish, a woman is removing bones from a fish, the lady peeled the skin off the fish, the woman is removing the skin and bones of the fish, a woman is removing skin and bones from a fish, a woman is removing fish skin and bones with her fingers, a women is cleaning the fish, the lady peeled the skin off the cooked fish, a woman is breaking a fish on a plate into pieces, a woman is removing a fish bones and skin, the dog is cooking the something, a woman skins some fish
RSx5G0_xH48_12_17	a dog is barking	a dog is barking incessantly, a dog is barking, a dog barks at the screen, one puppy is barking, a small dog is barking, a dog is barking, the puppy is barking, a dog is barking, a dog is barking and trying to jump, a dog is yapping and barking, a dog is barking, a dog is barking, a dog is barking, a dog is playing, the dog is looking up and shouting, a dog is barking, a dog is barking, the little dog sat and barked, a dog is barking at the camera, awesome dog, a little dog barks at the camera, a dog barks, a dog is playing, the dog is barking, a puppy is barks, a dog is barking, a dog barks excitedly, a dog is barking, a dog is barking, a man is calling a dogs name while it barks at him, a dog has a barking fit, a dog is barking, a white pomeranian dog is standing on a carpeted floor and barking, a pomeranian barks, the little white dog barked and barked, a puppy is barking, shouting puppy, a video on dolce on crack, a sweet little dog is barking, a dog is crying, a little dog is sitting in a room barking at something, a dog is barking, a dog is barking
Yh2N6ZtRBdU_110_120	a man is doing a woman	a man is hugging a woman, a guy hugging a lady, a man is holding and rocking a woman back and forth on a bench, a man hugging a girl, a man is dancing with a woman, a man is trying to save a woman in the cold, a man and a woman are hugging, a cuple in the image, a man hugs a woman, the man comforted the lady by rocking her in the bed, a man is holding a woman, a man is hugging someone, tamel film song, a men is singing, a man seated on a park bench is rocking a woman seated on his lap, a man is cradling a woman, it is a gitanjali movie, the man is hugging a woman, a man is holding a woman, a couple hugging each other in a bench, the man rocked the lady in the bed, two lovers were romancing, a man is cradling a woman, a man is cuddling a woman, a man is holding a woman on a bench, a man is embracing a woman, a man is rocking someone, a man holds a woman, a person is their in the sand
WTf5EgVY5uU_98_104	a woman is cracking eggs into a bowl	a woman cracks two eggs into a glass bowl, a woman pours the content of raw eggs after breaking them into a bowl, the woman is cracking eggs, a woman is breaking eggs, a woman is cracking open eggs into a bowl, the lady broke raw eggs into a bowl, learn to make omurice, a women is making dish, a yummy dish beautifully garnished, a woman is adding an egg into the bowl, a woman breaks an egg, a woman is breaking eggs into a bowl, a woman is breaking eggs into a glass bowl while a poodle watches, a woman is cracking an egg, a woman is breaking some eggs, the women is making the omelet, a woman is breaking eggs into a bowl, a chinese lady breaking the eggs in a bowl with her dog inorder to make some dish, the lady is cracking eggs into a bowl, a woman cracks open two eggs into a bowl, the woman is cracking two eggs in the bowl, a woman breaks two eggs in a bowl, a woman cracks two eggs into a bowl, chinese lady is cooking a chicken dish named as omurice with her dog, a girl pour the egg, the woman is cracking eggs into a bowl, a woman is breaking two egges in a bowl, a woman is cracking an egg into a bowl, a woman cracks an egg against the rim of a glass bowl and puts it inside, a women making food with her dog, a man cooking his kichen, a woman is cracking eggs, a woman cracks eggs into a bowl, a woman cooking omurice, a woman cracks eggs into a bowl and begins to beat them, a woman cracks an egg and puts it into a bowl with another egg, a woman is pouring eggs into a bowl, a lady is breaking the eggs, a woman is breaking the eggs, lady is smashing eggs, a lady is cracking two eggs and put it into a bowl, a person is doing something with egg, a woman cracks eggs into a bowl, a woman beating the eggs in a glass bowl, the lady cracked the eggs and stirred them, a woman is cracking eggs, a woman cracks eggs
BtQtRGI0F2Q_15_20	a man is running	men are climbing a current post, a power worker receives a huge electric shock, a man is getting electrocuted on a power poll, man on telephone pole is electrocuted, a man is electrocuted on a telephone poll, a person met with accident on the pole, a man got electrocuted, a safety worker is getting electrical shock from a post, a man gets zapped by electricity, a man is electricuted on a power pole, some accident happened in the power wire, a man is electrocuted and fell down from the electric post, a person dead by accident, electric workers are shocked by a power pole, a lineman faced accidental death, a man is fixing an electric pole, the man was electrocuted on the telephone pole, a man gets shocked, a man was electrocuted on the telephone pole, a man shocked by electric poll, a lineman is electrocuted, a man trying to fix an electrical pole get shocked and almost falls, the man was electrocuted on the telephone pole, a worker on an electrical pole is shocked, a power transformer is shocking a man, a man gets high voltage power shock, the worker got electrocuted on the electric pole, several men or working at the top of a utility pole when one man gets electrocuted then hangs upside down, the person is power accident, the man got electrocuted while on the job, a men is die, a man has get shock, 50000 volt accident, two people are working on a power line and one of them is electrocuted
0RWJEOScToE_414_421	a man is washing a piece of meat	a man cooking his kichen, meat is wached, someone rinsed the meat in the sink, a man is rinsing some meat, preparing a meat dish, a man washes the salt off from a slab of meat by passing it under running water of the kitchen sink, a person rinses off a piece of meat, someone is rinsing a piece of meat, a man is cooking filet mignon, the man is rinsing meat with water, a man is washing a meat, a man is rinsing meat, one man is washing filet, someone rinses a piece of raw meat under a faucet, the man rinsed the meat in the sink, a man is rinsing a steak under a faucet, a person is rinsing a steak off with water, a person is washing meat off in the kitchen sink, a man is rinsing off a piece of beef, a man rinses a steak under a faucet, a man is rinsing off some meat in the sink, someone is rinsing a large beef steak at the kitchen sink, a man is washing some meat under the water, a man is rising a slab of meat, a man is washing a cut of meat, a man is rinsing a steak, a man is rinsing meat, a man is rinsing off a slab of me, a man is washing beef, a lady is washing a piece of meat, a man is rinsing off a piece of steak in a sink, a man washes some meat, the person is cleaning the flesh, a man is washing the meat, a man is rinsing a large steak, a man washing a meat, a man is cleaning the meat, may be i can use washing machine for this, a person is cleaning the meat, a man is washing a piece of meat, a man is washing meat, a person is washing a meat, a person is rinsing a piece of meat with running tap water, a man is washing meat, a man washing something
6mYnZbIwcNo_10_16	a person is typing on a keyboard	someone is typing in a laptop, typing on laptop with added keyboard, the person is typing something on the keyboard, someone is typing on a keyboard extension of a computer laptop, writting with a keyboard on laptop, a person is typing on a computer keyboard, a woman is typing some text on her laptop using a keyboard, someone types on a black keyboard placed in front of a laptop computer, someone typing on keyboard attached to laptop computer, a person is typing on a seperate keyboard infront of the laptop, man typing on a usb keyboard connected to a netbook, a person is typing on a computer, someone is typing data into a laptop from an external keyboard, a woman is typing on a keyboard, a person is typing on a keyboard, hands are typing in keyboard for laptop, someone is typing on a keyboard, a man is typing at a keyboard onto a laptop, two hands quickly type on a keyboard, a person was typing on a keyboard hooked up to a laptop, a person working in laptop, typing from keyboard on the laptop, a person is typing at the laptop, a woman is typing on a computer, a person is using an external keyboard to type on his laptop, a woman is typing keyboard, a person is typing into a laptop computer, one person is working on laptop, a lady is typing on a keyboard attached to her laptop, someone is typing on a keyboard plugged into a laptop, a person is typing on a key board, a person is on a keyboard, a person typing on his or her lap top, a person is typing on an external keyboard, a person types on a computer keyboard, a person is typing using a usb keyboard, the man is typing on his keyboard, one men is working in a laptop
AysIdzGF-7M_6_14	a cat is playing with a rope	a cat is jumping try to catch something, the cat is trying to catch a string that is being dangled above its head, a kitten jumping for a ribbon, a kitten is batting at some ribbon, a cat is attempting to grab a dangling object, cat is trying to catch the thread, a kitten is playing with string, a kitten plays with a piece of ribbon held over its head, a cat is catching rope, in video a cat is jumping on bed and catching the strip, cat is playing, a kitten trying to catch upon a wire, a cute cat jumps playfully, the kitten is playing with string, a cat is playing with a string, a cat plays with a ribbon, a kitten plays with string, a cat is playing with some object that is dangling above it, the jumping pussy cat is trying to hold on to the thread like thing, a kitten is playing, a small cat is trying to catch a cord, a cat is trying to catch the rope, the cat is trying to catch the rope, a kitten is playing with the rope, the cats play becomes more interesting with the thread hanging, a person playing with a cat, a cat is playing, a cat is trying to catch a string, a cat plays with a piece of string, a kitten is playing with a dangling ribbon, a cat is tring to grab a string, cat trying to hold the thread, the kitten is jumping and trying to catch the string, a kitten is playing with a rope, cat is playing, a cat is jumping up trying to catch a string, a kitten chases a string
ZsrPKtx0qyg_7_15	a puppy is sitting on the floor	the dog is sitting on the stair, the dog is plaing on the floors, a pappy is lying on the sofa, a puppy is movong here and rhere, a puppy is happy, a puppy is sitting on a step of some stairs wagging its tail, a puppy is sitting on the stairs, a puppy is wagging its tail and stomping its feet, a puppy is wagging his tail and prancing on a set of stairs, a puppy is wagging its tail, the puppy is sitting on the stair, a dog is sit on the bed, a small puppy on a staircase is doing a trick, a puppy on a stair is moving its feet, the cute dog was sitting, a puppy sitting on upstairs and trying to come down, the puppy is playing, a puppy is sitting on a step, a small dog sits on a step, the pupply wagged his tail on the step, a dog is walking on a stair, a puppy moves around on a stair, a puppy plays on a staircase, a puppy is sitting on steps, a yorkie puppy on a staircase scooting back and forth, a small dog is scared on the staircase, a puppy is waving its tail, a little puppy trying to jump down a staircase, the dog is on a sofa, a puppy is shaking its tail, a puppy trying to get down the steps, a puppy is sitting on some stairs, a small dog is happily wagging his tail, a puppy wagging his tail on the steps, a puppy is excitedly dancing around on a step, a puppy is sitting on a staircase, a dogs puppy playing with joy, a puppy sitting on a sofa, a small puppy sitting on the steps, a puppy is playing, a terrier puppy sitting at the middle of a step on a staircase wags its tail and slowly edges towards one end of the step, a puppy is waving his tail, a puppy is sitting on a couch, a cameraman is taunting a cute puppy, a dog is sitting on a step barking, an excited puppy is sitting and whimpering on the stairs, the pupply sat on the stair and wagged his tail, a cat is standing on the sofa, happy feet rosie yorkshire terrier puppy, a dog is seeing downstairs, this puppy is so cute and funny too, a puppy is sitting on the steps, a puppy sits on a stair step wagging his tail, a puppy trying step down on the steps, a puppy sits on the stairs and wags its tail
QzulzuWr0Zw_20_45	a man is paddling a raft	four kids are rowing on a makeshift raft, some women trying to raw a crude raft, girls are paddling a raft, four girls are paddling a raft made of oil drums, making a boat with plastic drums and going in the water, four women sitting on a raft in a lake are screaming as they are rowing, boat was very super, people rafting on a river, four girls are boating, some people are rowing on rafts made of barrels, four girls row on a row boat, people are rowing on rafts, four girls are trying to row a raft, four girls are paddling a raft, two groups are doing river rafting, a group of people taking a ride on a homemade raft, four people are floating on a raft, a coach teach how to run raft, girls are paddling a raft at camp, four people row a raft on a river, a family is riding in a boat, a group is sailing on a self built raft, four girls are riding a raft, people are paddling in the water, girls paddling a boat in the water, four girls are paddling a raft that is made out of logs and plastic barrels lashed together, the video shows the fun and excitment of rowing that are not as easy as it looks, the girls are on a raft, some women are sailing in the water, girls are rowing a raft, people ride and paddle a raft, four women are in a raft and two of them are paddling, the four girls are on a raft in the water, the people are raft in the sea, four girls are paddling on a raft made of barrels, some lady boating in the water, some girls paddled on a raft, four women rafting, the girls are paddling a raft, a group of people are riding a raft, some girls are paddling on a raft, some girls are paddling a homemade raft on a river, a group of four young women is rowing on a raft made of barrels, four girls are paddling a handmade raft, four girls paddled a raft, girls paddle a home made boat, two women are rowing the raft with oars on a river, women are boating, women are boating in guide camp, four girls paddle around on a raft, four girls are rowing a raft, four girls are paddling on a raft
73vUksucPz8_12_20	a woman is playing a violin	a girl is playing gittar, the girl played the violin, a woman is playing violin, a woman playing music, a woman is playing the violin, a lady finnegan on irish fiddle, a young woman is playing a violin, a woman is playing the violin, the girl is playing irish fiddle, a woman is playing the fiddle, a woman is playing a violin, the woman is playing the violin, a girl is shown playing a violin, a woman is playing a fiddle, a woman is playing a violin, a woman playing an instrument, a lady playing a violin, a woman is playing a violin, a girl is playing violin, the girl played her violin, a women playing violin, a woman is playing the fiddle, a girl is playing violin, the girl is playing a musical instrument, a woman plays the fiddle, a girl playing gitter, a female plays an instrument, a woman is playing a violin, a woman is playing an irish tune on a violin, the girl is playing violin, a girl is playing the violin, a lady playing a violin, a girl is playing the violin, the girl is play the violin, a girl is playing a fiddle, a woman is playing the voilin, a woman is playing a fiddle, a lady playing the fiddle, a young woman is playing a fiddle, an irish lady playing a fiddle and enjoying its rythum, a young lady is playing a fiddle, a girl is playing a violin, ursula finnegan on lrish fiddel, a woman is playing a fiddle, a lady is playing piano, a girl is playing a violin, a girl is playing a violin, a girl is playing a violin, a woman plays a fiddle, a young girl is playing the violin, a girl is playing the fiddle, a white lady plays violin, a young woman is playing a fiddle, a woman plays a string instrument, a girl is playing a guitar, a woman is playing the violin, a woman is playing violin
ZlX_Gy4HP2E_38_55	a woman is exercising	a woman is doing an exercise, a woman is walking in place, a woman is exercising, a woman exercises, a woman is exercising, a young girl is exercising, a ladi is doing workout, a lady doing some health exercise, a woman is practicing, the woman is exercising, a lady is doing an exercise, 10 minute cardio kickboxing workout, a woman excersizing, a woman is doing a cardio kickboxing workout, a girl is doing aerobics, a woman is exercising, a woman is exercising, a girl is exercising in the room, the lady exercised to music in the room, a woman doing some sort of aerobics to be healthy, a girl is exercising, a woman standing in a room is demonstrating some warmup exercises, the lady exercised to a video, a women is doing exercise, a young lady demonstrating and doing hand exercises, a woman is working out, a woman is doing exercise, a woman demonstrating a walking exercise, a woman doing a workout video, a woman is doing some exercises, a girl is workouting kickboxing, a woman is doing exercise on floor, a woman exercises moving her arms up and down in the air, a women exercises in a room, a woman dancing, a girl is exercising, a woman is doing exercise and walking in place, a woman is marching in place and fanning her arms overhead, a woman is doing exercising, a woman is excercising, a girl is standing inside the room, a girl cardio kickboxing workout, a lady fitness expert marches to warm up before exercising, a woman is exercising by walking in place and raising and lowering her arms, a girl is doing a workout, the woman is boxing, a woman is exercising, a girl is excercising, a girl is doing an exercise, a woman walks in place, a woman is exercising standing up
9VG7Elw9TDA_85_91	a man and woman are kissing	a man and a woman are kissing, this is now available in colour and so it should be i love all the comic strip sci fi films of the 1950s no matter how in accurate or daft, the man kissed tha lady in the cave, a man and woman are kissing, a man and woman are kissing, a man and a woman are kissing, a man and woman is kissing, the man and woman are kissing, a man and woman are kissing, one man and lady are standing together, a man is kissing a woman, a man is kissing a woman, a man and a woman kiss, a man and woman are kissing, a man kisses a woman, a man and woman are kissing, the man and woman are kissing, a man is kissing a girl, a man and woman are kissing, two people are kissing, a man and a woman are kissing each other, super kiss, the boy is girl is doing the something, the man kissed the woman passionately in the cave, the man kissed the woman in the cave, a man and woman are kissing
Oq3FV_zdyy0_843_855	a woman is dancing	the girl did sign language, a girl is speaking in sign language, a little girl is speaking in sign langauge, a girl doing some funny acts, a little girl is using sign language, the girl did sign language to a song, a young girl is using sign language, a girl is signing, a girl is acting something, a girl is talking with action, a girl is telling herself, a frightened young girl, a young girl is communicating with sign language, a little girl is speaking in sign language, a girl is signing or talking with her hands, a girl uses sign languages to communicate, a girl is acting, a girl is speaking using sign language, a girl speaks in sign language, a child speaks with sign language, a girl talking to somebody, a person is explaining something, the girl is doing the action, a girl is using sign language, a girl does sign language, the little girl is doing sign language, a girl is using sign language, a girl is using signing language, she is explaning with hands, a girl is practicing her sign language, a little girl is trying to say something with her hand gestures, a girl is communicating with sign language, a girl is doing some actions with her hands, a child is saying something with sign language, a girls is doing sign language, a girl is doing sign language, a little girl did sign language to a song, a girl is signing, the girl is using sign language, a girl communicates with sign language, the girl is using sign language
Z19zFlPah-o_6_11	a man is riding a bicycle	clouds go by a castle, a castle stands tall, a text overlay that says inspired presents is shown, clowds are moving behind a building, performance is shown by cyclist, inspired bicyclesdanny macaskill, the clouds are moving in the sky, some towers stand tall against a moving sky and clouds, a man showing stunts in bicycle, a young man is riding a bicycle, clouds are moving in sky, a short clip showing some sort of church, a guy is performing some stunts with cycle, clouds are moving behind some buildings, the person is riding the biycycles, clouds are passing by, the clouds are moving, clouds are passing in the background of a church, a beautiful building with the moving sky backroud, one person is driving bicycle, clouds are moving through the sky above a church, someone is riding his bicycle through the city, clouds are floating by, a young guy riding a bicycle in the park doing tricks, the clouds move on the sky, two people riding cycle, clouds are moving above a building, a boy with bicycle, clouds are moving across the sky, a castle, a man is riding a bicycle, clouds are moving through the sky behind the silhouette of a church, cyclerace 2009, clouds are moving past the top of roofs, a crazy rider, playing of instrument was hearing and a man riding the cycle, clouds are moving across the sky behind an historic building, the clouds are moving, some clouds are passing by, the clouds rolled by the buildings, the clouds are moving by the top of a building, text streams across a shot of a buildings roof, in asunny morning a boy is cycling, clouds are moving across the sky, clouds are moving beyond the church, acrobatics on a bicycle, inspired bicycles danny macaskill, some clouds move across a blue sky, some clouds are floating past a rooftop, a group of clouds passing behind a building, clouds pass by behind a building, clouds are scudding across a blue sky past a castle roof, the rooftop of a church then cuts to a boy riding a bike, there is a church as white clouds are moving in the overhead sky, a guy on a bike doing some amazing stunts, a man is riding a bicycle, a man is performing bycycle staut, clouds are moving over the building, clouds are quickly floating past a building, the clouds roll by the building, a castle is shown
FavUpD_IjVY_22_26	a group of cows are dancing	cattle are dancing, many calves are dancing, a pigs are dancing, the cows are dancing, some cows are dancing, lots of cows are moving, a herd of cattle dance in a pasture, a herd of electronic cows are dancing, the black sheet rocked to the music, cows were dancing, cows are walking, a group of black cows are roaming the field, a bunch of cows dance in a field, a group of cows are bobbing their heads up and down, the cows are dancing, cows are dancing, a group of black cows are bobbing their heads in a field, cows enjoy music in field, cows are dancing, a short animated clip showing cows waving their necks up and down, cows are dancing on the grass, cows are dancing on the grass field, cows in a field are bopping their heads, cows are dancing in a field, cows are dancing to the music, cows are moving their heads up and down, the cows are dancing, cows jumping, a group of cows standing in grassland are rhythmically moving their heads and bending their legs to music, cows are dancing, cows are doing a synchronized dance, all cows are dancing, the black sheep moved up and down with the beat, a group of cows are in the field, cows are dancing in a pasture, cows are dancing in a funny way, a group of cows are bopping their heads, a group of cows are dancing, too many cows, many cows bob their heads, cows are dancing, cows are bouncing up and down, several black cows are dancing in a field
NbOlG7THecM_25_34	a man is cutting a piece of wood	a man is cutting some wood, a person is cutting a piece of wood on a saw, home made saw easy and convenient to use, a man is cutting a wood, a man runs a block of wood through a home made band saw and cuts a thin strip, a guy in his workshop showing off his home made band saw, someone is cutting a strip off a rectangular block of wood with a bandsaw, a man is cutting wood by machine, wood is being cut by a machine, the person is cutting the something, a person precision cuts a piece of wood, a man is cutting a wood by a machine, a person is cutting wood, a man cuts a piece of wood with a saw, the man is sawing a board, the man used a saw to cut the wood, a man is cutting wood, the man is trimming a piece of wood with a bandsaw, the man show the demo how to cut the small woods, a man is cutting a piece of wood, a person is cutting a plank of wood with a machine, cutting wood with the machine, someone is cutting wood, a man is cutting a piece of wood, cutting the wooden piece, very clear detail for home made bandsaw, a man cuts wood with a bandsaw, a man is cutting a board with a bandsaw, a man is cutting a wood, a man is sawing a wood, the man used a saw to cut a block of wood, the man is sawing wood, cutting wooden piece, someone is using a saw to cut a thin strip from a block of wood, the man is cutting the wood in small piece, a man is cutting through a piece of wood with a band saw, a wood getting sliced by a machine
0ONJfp95yoE_1_10	a cat is playing	a cat is batting an antenna, a cat is playing with an antenna, a cat is playing with an antenna, the cat is playing with the wire, the cat tried to get the hanging string, a cat is playing with an antenna, a cat is playing with the toy, a cat is standing on its back paws and appears to be boxing with its front paws, a cat is playing, the cat is playing with a wire, a cat is amusing himself with an antenna, a cat is playing with an antenna, the cat played the the antenna, a cat is interested in the reflected light, the dog is playing the box, a cat plays with an antenna, a cat is playing with the antenna of a radio control device, a cat is playing, a cat is playing with an antenna, a cat is playing with an antennae, a cat is playing with an antenna, a cat is playing with an antenna, a cat is playing with a toy, a cat plays with a small antenna, a cat is playing with an antenna, a cat is playing, a cat is playing with an electronic device antenna
1_6V30igzIk_5_15	a slow loris is playing	a bird is slowly walking, an animal crawls into a persons hand, a small furry creature is slowly moving on an orange towel, a small animal on a towel turns around and heads toward someones hand, animal was going inside side mans hand, a small monkey playing, a mouse playing, a slow lori walks around a mat, an animal is walking around on a towel, the mammal crawled toward the persons hand, a loris seated on an orange mat slowly turns around and walks towards a mans hand placed on the mat, a lori is slowly turning back, a person is playing with small animal, a person observes a baby sloth, an animal walks around, an animal is walking on a towel, a slow loris walks on a table, a small brown furry animal crawls across a towel toward a mans hand that is resting on the towel, a monkey is walking on a towel, a new born loris is moving slowly, a loris is walking on a towel, a loris slowly turning back and walking, a loris is walking on a towel, a small animal crawls slowly over a towel, the person is catching the rat, the animal is walking, the loris is moving, a 3 toed sloth is walking on a desk, th man see the loire to move very slowly, the little monkey crawled on the fabric, a slow loris is crawling around an orange blanket, a small animal is walking on a towel, a lories baby is walking on table, a slow loris is walking, a slow loris is turning around, a someone animal is searching something, a slow loris is walking
IiTzJQE67FA_74_86	a man is playing a guitar	a person is playing guttier, a view of a band playing through what appears to be a hole in a piece of paper, a man is playing a guitar, a band is playing in silhouette, a band plays against a surreal backdrop, a person is playing music, men are playing music, men are performing stage music, nice and fantastic seabeats, a band is playing instruments, the band played in the shadows, people are playing instruments, a band is performing on a clouds, a guy is playing guitar, a band is playing, a musical giving their performance, only the silhouette of a band performing on stage is visible, a silhouette of a band playing is shown, a man is playing the guitar, the man is playing the guitar, a bands profile displayed in the shadows on the wall, a person is making music, a band is performing, a band is playing a song behind a white sheet with their shadows cast on to it, the person is playing the music, group of guys playing the instruments, a band is performing in a videoclip, a band performs in silhouette, natural video i like very much, a person playing gitter and singing a song, the band is playing music, a band is playing instruments, someone is playing a guitar, i think the kraken is more of a vhs type of demon sea monster, a band is playing, a silhouetted band is playing, a band is performing on a stage, there are several views of a silhouette of group playing music, a man is playing guitar
ArEWo8pERFc_17_21	a woman is trying to sleep	a lady is going to sleep, a woman gets cozy in bed by pulling the blanket over her body, a woman is laying in a bed, a woman get up in her bed, a woman lies down in bed, the woman lies down to sleep, a woman lying down in bed, the woman is going to sleep in the bed, a woman laying down to go to sleep, this lady is going to sleep peacefully, a lady is going to sleep, awake and now getting out of bed, a woman is sleeping, a woman lies down in bed, a woman is laying in bed, a woman is going to bed, a woman lays down in bed, a woman is laying in bed, a lady is lie down on the bed, very nice lady, a woman lays down for bed, the women is pulling on her the covers, a lady is going to sleeping, a woman is laying in bed, the girl went to sleep in her bed, a woman is going to sleep, a woman who is laying down in a bed pulls the covers up, a woman lying down in bed, a woman is covering her face with a blanket, the woman went to bed, a woman is tossing and turning in bed, a women trying to sleep, a lady is say bay, a sleepy morning with a sweet goodnight, a woman goto sleep, a woman is going to bed, a woman is lying down in bed, a woman is lying in bed and covering herself with a duvet, a woman is going to sleep, a woman is trying to sleep, a lady is going to bed, a woman is lying on the bed, the girl prepared for sleep in her bed, a woman tossing in bed, the woman is going to bed, a woman is going to sleep, a woman is going for sleep, a woman laying down to sleep, a woman is going to sleep in her bed, a lady lying on bed, a lady is sleeping on bed, a woman is going to sleep, a woman trying to sleep in his bed, a woman is going to sleep, a woman going to sleep in her bed
0hyZ__3YhZc_352_356	a man is pouring sauce into a pot	the person is cooking, a man pours some tomato paste into a pot of vegetables, someone is pouring tomato paste into a pot, a can of tomato sauce is being poured into a cooking pot, a person coking, a man adds a whole can of crushed tomatoes to a pan containing sauted and seasoned vegetables, the man added a can of tomatoe sauce to the pot of vegetables, a chef preparing food, a man puts tomato sauce in a pot, a person is pouring a can of tomato sauce into a pan, pouring a tin full of sauce into the cooking vessel, a man preparing a vegetarian chili dish, i just bought the ingrediants to make this i am sooo excited lol one question i dont like carrots so i plan to use potatoes should i add more water, the man poured tomatoe sauce into the pot of vegetables, someone is pouring a can of tomato sauce into a pan of dices vegetables, someone is putting sauce into a pan, a man is pouring sauce to a cooking bowl, someone is pouring some sauce into a pan, a person making vegetarian chili, sauce is added to a dish, a person pours tomato sauce in a pot, someone is pouring sauce into a pot, a person adds tomato sauce to a pot, someone is dumping tomato sauce into a pan, the man poured tomato sauce into the pot, someone pours tomato sauce from a can into a kettle containing vegetables and meat, a person pouring some food item, the man poured a can of tomatoe sauce into the cooked vegetables in the pot, a man is pouring some sauce into a pan, a man cooking his kichen, a person pours tomato sauce in a pot, the man poured sauce in the pot
C_DDjCRxTxQ_1_4	two women are sitting on a couch	the girls sat in the chair together, two women talk, the girls is talking the something, two women are sitting in the sofa and talking, two girls are sitting too close to each other, two women are reclining on a couch talking one woman with her arm around the other, two women are talking seated very close to each other on a sofa with cushions on them, two women are sitting on a couch together, two women are laying on a couch, the women are sitting down, women are laying together on a couch, the boys are sleeping, two women are sitting in a chair, two woman are sitting together on the couch, the women are sitiing down, two women are sitting close to each other and talking, girls are talking, the girls are sitting, the girls sat on the chair together, two women are hugging on a couch, two girls are sitting together in a chair, two girls are talking while sitting on a chair, two women are hugging on a couch, two girls are sitting together, two woman are laying together on a couch, two girls are sitting, two women are laying on a couch, two lesbians sit together, two women are sitting together in a chair, two women are on a couch
-_hbPLsZvvo_269_275	a person is cooking	someone is drying some food, pieces of goldenbrown fried pumpkin and chicken placed on awire rack, pumpkin and chicken are being cooked, somebody is cooking, making vcvof japanese boxed lunch bento, someone is frying food, a woman is removing food from a pot of oil, a woman removes pumpkin wedges and chicken pieces after frying them in a pan and places them on a wire rack, a woman is removing pumpkin and chicken pieces from a boiling pot, the man demonstrates proper technique when frying vegetables, a man is frying pumpkins, the woman is frying pumpkin, a person taking food out of a fryer, a man is frying some food, someone removes pieces of a yellow vegetable or fruit and chicken pieces from a pan of boiling liquid, the person is taking out pumpkin and chicken from oil, the lady cooked vegetables and chicken in hot oil, a person making bento, a person is cooking, a person is taking a piece of fried squash and then a piece of fried meat out of a wok, this is how to make bento, a man is removing food from a pot, a person is taking food out of a fryer, someone is frying something, japanese dish is prepared in which the vegetable and piece of chicken is shallow fried, food is being fried, an attractively garnished japanese boxed lunch, a woman is frying vegetables, a person is making food, a chef removes fried foods from a pot, a person removes pieces of food from a pot of hot oil, a person is moving food from boiling pots to a grill, a person is pulling food out of a deep fryer, a person is frying food, someone fried zucchini and chicken pieces in oil, a woman is removing food from oil, a person takes meat and vegetables out of a pot, a woman is talking about how to make bento, vegetables are placed on a skewer, the woman is frying vegetables, someone is frying vegetables, someone is bioling pumpkin, the person is preparing something to eat, a man is cooking
